HardData
3
X
Y
Val
1 25 1
# 3 27 1
6 28 1
# 9 28 1
12 30 1
16 32 1
20 35 1
25 36 1
28 38 1
32 39 1
37 40 1
42 41 1
46 41 1
51 40 1
56 38 1
# 60 35 1
62 34 1
