HardData
3
X
Y
Val
8 8 0
16 8 0
24 8 0
32 8 1
40 8 1
48 8 1
56 8 1
8 16 0
16 16 0
24 16 0
32 16 0
40 16 1
48 16 0
56 16 1
8 24 0
16 24 1
24 24 1
32 24 1
40 24 0
48 24 0
56 24 0
8 32 1
16 32 0
24 32 0
32 32 0
40 32 0
48 32 0
56 32 0
8 40 0
16 40 0
24 40 0
32 40 1
40 40 1
48 40 0
56 40 0
8 48 1
16 48 1
24 48 1
32 48 0
40 48 0
48 48 1
56 48 0
8 56 0
16 56 0
24 56 0
32 56 1
40 56 1
48 56 0
56 56 1
